TimeUS,GyrX,GyrY,GyrZ,Roll,Pitch,Yaw,C1,C2,C3,C4,TimeSec
68199376,0.0009287194116041064,0.0009122302290052176,0.0009721674723550677,0.06909698247909546,0.05634063854813576,354.5682373046875,1000.0,1000.0,1000.0,1000.0,2.559809
68199376,0.0008504843572154641,0.0009596016607247293,0.0008502666605636477,0.06909698247909546,0.05634063854813576,354.5682373046875,1000.0,1000.0,1000.0,1000.0,2.559809
68239360,0.001040206290781498,0.0007535596378147602,0.0009245480177924037,0.06923278421163559,0.05642206221818924,354.56671142578125,1000.0,1000.0,1000.0,1000.0,2.599793
68239360,0.0009348172461614013,0.0010063140653073788,0.0009729106677696109,0.06923278421163559,0.05642206221818924,354.56671142578125,1000.0,1000.0,1000.0,1000.0,2.599793
68279344,0.0009123514755629003,0.000948611181229353,0.000938789511565119,0.06923278421163559,0.05642206221818924,354.56671142578125,1000.0,1000.0,1000.0,1000.0,2.639777
68279344,0.0010911338031291962,0.00071200035745278,0.0010936125181615353,0.06923278421163559,0.05642206221818924,354.56671142578125,1000.0,1000.0,1000.0,1000.0,2.639777
68319328,0.0009227736736647785,0.000994969392195344,0.0009419346461072564,0.06923278421163559,0.05642206221818924,354.56671142578125,1000.0,1000.0,1000.0,1000.0,2.679761
68319328,0.0011005981359630823,0.001105514820665121,0.0010204394347965717,0.06923278421163559,0.05642206221818924,354.56671142578125,1000.0,1000.0,1000.0,1000.0,2.679761
68359312,0.000964559440035373,0.0009671822190284729,0.0009556195000186563,0.06894471496343613,0.05626595392823219,354.56500244140625,1000.0,1000.0,1000.0,1000.0,2.719745
68359312,0.0010115094482898712,0.0008782128570601344,0.0010583807015791535,0.06894471496343613,0.05626595392823219,354.56500244140625,1000.0,1000.0,1000.0,1000.0,2.719745
68399296,0.0008827124838717282,0.0009899982251226902,0.0010321546578779817,0.06894471496343613,0.05626595392823219,354.56500244140625,1000.0,1000.0,1000.0,1000.0,2.759729
68399296,0.0010185283608734608,0.0008678636513650417,0.0008893323829397559,0.06894471496343613,0.05626595392823219,354.56500244140625,1000.0,1000.0,1000.0,1000.0,2.759729
68439280,0.0009413079242222011,0.000969887594692409,0.0009689123835414648,0.06889084726572037,0.05652259290218353,354.5634765625,1000.0,1000.0,1000.0,1000.0,2.799713
68439280,0.0011185967596247792,0.0012257411144673824,0.0009425579337403178,0.06889084726572037,0.05652259290218353,354.5634765625,1000.0,1000.0,1000.0,1000.0,2.799713
68479264,0.001142800785601139,0.0007729331264272332,0.0010415803408250213,0.06889084726572037,0.05652259290218353,354.5634765625,1000.0,1000.0,1000.0,1000.0,2.839697
68479264,0.0009691669256426394,0.0009954627603292465,0.0009876085678115487,0.06889084726572037,0.05652259290218353,354.5634765625,1000.0,1000.0,1000.0,1000.0,2.839697
68519248,0.0009137507295235991,0.0009660731302574277,0.0010282171424478292,0.06889084726572037,0.05652259290218353,354.5634765625,1000.0,1000.0,1000.0,1000.0,2.879681
68519248,0.001110610319301486,0.001014110166579485,0.0008860472007654607,0.06889084726572037,0.05652259290218353,354.5634765625,1000.0,1000.0,1000.0,1000.0,2.879681
